short_name,player_positions,overall,preferred_foot,weak_foot,skill_moves,player_traits,pace,shooting,passing,dribbling,defending,physic
Huang Jiahui,"CB, CM",56,Right,3,2,Long Ball Pass,69,35,46,56,56,60
N. Gahlot,"RB, CB, LB",56,Right,4,2,"Power Header, Slide Tackle",66,37,42,43,54,70
R. Sinclair,GK,56,Right,3,1,"",,"",,"",,
A. Jadhav,"LW, RW",56,Right,4,2,"",83,52,47,56,28,65
T. Omotoye,ST,56,Right,2,2,"",80,57,38,57,18,54
A. Kramarz,"RW, LW",56,Right,3,2,"",71,50,53,59,23,52
L. Isherwood,GK,56,Right,2,1,"",,"",,"",,
A. Al Shanqeeti,"CB, RB",56,Right,4,2,"",64,33,39,48,53,69
V. Singh,"RW, ST, LW",56,Right,3,2,"",79,53,48,58,24,48
G. Singh,GK,56,Right,3,1,"",,"",,"",,
Kim Dae Woo,CM,56,Right,3,2,"",60,41,53,58,54,67
Sun Qinhan,"RWB, RM",56,Left,3,2,"",61,34,44,58,52,55
Liu Zhurun,"ST, RW",56,Right,3,2,"",73,56,40,57,17,54
G. Gajardo,GK,56,Right,3,1,"",,"",,"",,
G. Saro,GK,56,Right,3,1,"",,"",,"",,
Moxmet Nebijan,"LB, LM",56,Right,3,2,"",61,36,51,57,53,53
A. Coello,"CAM, CM",56,Right,4,3,"",61,38,56,61,48,58
R. Torales,ST,56,Right,2,2,"",55,56,37,54,18,50
E. Maurin,ST,56,Right,3,3,"",69,56,50,62,19,54
Z. Mitrov,CAM,56,Right,2,2,"",73,51,50,58,37,44
K. Schacht,ST,56,Right,3,2,"",74,52,37,54,17,61
B. Rotar,RW,56,Right,3,3,"",71,55,46,58,25,49
J. Albenas,"CB, RB",56,Right,3,2,"",65,33,40,41,54,67
Ale Gorrin,GK,56,Right,3,1,"",,"",,"",,
He Yupeng,"RB, LB",56,Right,3,2,Intercept,73,39,48,56,49,56
J. Tiensia,"LWB, LB",56,Left,3,2,"",77,32,43,56,47,59
Junior Quitirna,"RM, CAM",56,Right,3,2,"",63,48,53,61,41,37
J. Foulkes,"RWB, CB",56,Right,2,2,"",74,25,37,50,54,64
A. Nolan,RM,56,Right,3,2,"",65,46,53,57,35,49
D. Johnson,LM,56,Right,3,3,"Finesse Shot, Trivela",80,50,44,60,22,47
C. Finney,"LB, CM",56,Left,3,2,"",72,46,52,55,50,46
D. James-Taylor,ST,56,Right,2,2,"",74,54,44,58,28,66
C. Donovan,ST,56,Right,2,2,"",56,56,44,56,34,56
C. Behan,"RM, CAM, CM",56,Right,3,2,"",69,49,52,55,24,47
O. Matur,LB,56,Left,2,2,"",70,35,45,61,52,44
J. García,GK,56,Right,2,1,"",,"",,"",,
S. Tankar,CB,56,Right,3,2,"",59,31,43,44,55,62
T. Omole,"CB, LB",56,Left,2,2,"",62,37,45,45,54,66
S. Panwar,"LB, CB",56,Left,2,2,"",67,37,42,45,53,71
R. Ali,"LM, ST, RM",56,Right,3,2,Rapid,81,53,46,56,24,60
A. Singh,GK,56,Right,2,1,"",,"",,"",,
M. Pehlivan,"CM, CAM, LW",56,Right,3,2,"",59,51,62,58,44,47
D. Martin,"CM, CDM",56,Right,2,2,"",67,45,53,57,52,60
B. Singh,"RM, RB, LM",56,Right,4,2,"",77,46,50,57,49,46
K. Robinson,ST,56,Left,3,2,"",67,57,45,53,26,60
Wei Minzhe,GK,56,Right,3,1,"",,"",,"",,
M. Dackers,ST,56,Right,2,2,"",54,55,39,49,22,73
K. Moore,GK,56,Right,3,1,"",,"",,"",,
Li Yongjia,CM,56,Right,2,2,"",54,38,55,57,52,50
S. Quirk,CM,56,Right,2,2,"",74,52,56,61,51,56
K. Köylü,"LW, RW",56,Right,3,2,"",64,64,48,61,29,45
I. Matondo,"LW, ST",56,Right,3,2,"",67,59,48,59,25,40
C. Drinan,"LM, CF",56,Left,3,2,"",71,46,51,54,48,65
N. Girma,"CM, CAM",56,Right,2,2,"",63,51,54,52,48,62
L. Walker,ST,56,Right,2,2,"",69,54,39,53,25,57
J. Mukena,CB,56,Right,2,2,"",56,29,35,40,58,60
J. Asiri,ST,56,Left,3,2,"",64,56,44,55,23,57
N. Kariri,RB,56,Right,3,2,"",74,34,49,53,50,40
R. Graydon,"RM, LM, ST",56,Right,2,3,Technical,67,51,53,56,32,51
J. Smith,GK,56,Right,2,1,"",,"",,"",,
V. Dakshinamurthy,"LB, LM",56,Left,3,2,"",73,38,47,52,50,57
Puitea,"CM, CDM, LM",56,Left,3,2,"",63,44,54,61,51,62
S. Robertson,"RB, RWB",56,Right,3,3,"",80,45,48,55,49,47
D. Kinsella-Bishop,"ST, RW",56,Left,3,2,Finesse Shot,66,54,45,57,38,60
B. McManus,CM,56,Left,2,2,"",55,50,56,57,53,60
P. Rothrock,"RM, LW",56,Right,3,2,"",57,46,53,56,29,44
A. McNally,"LB, RM",56,Right,4,3,Technical,68,49,52,59,51,57
J. McKiernan,"CAM, ST",56,Right,2,2,"",64,51,55,57,44,60
D. Gutierrez,"LM, CAM",56,Right,3,3,"Technical, Flair",68,55,52,62,17,33
E. Varian,ST,56,Right,2,2,Flair,60,54,48,57,21,57
A. Al Hotailah,"CAM, LM",56,Left,3,3,"",68,49,53,57,35,49
M. Al Mutairi,"LM, RM",56,Right,3,2,"",72,47,51,56,24,48
E. Pieragnolo,LB,56,Left,4,2,"",65,34,43,51,51,57
A. Al Shammari,GK,56,Right,3,1,"",,"",,"",,
N. Hayes,GK,56,Right,3,1,"",,"",,"",,
M. Köbbing,GK,56,Right,3,1,"",,"",,"",,
Kim Gyu Hyeong,"CAM, CF",56,Right,3,3,"",65,52,50,59,35,44
C. Murphy,ST,56,Right,3,3,"",59,55,49,56,32,58
M. Gallagher,"RB, CB, CDM",56,Right,3,2,"",60,41,49,50,53,61
D. Crowley,"RWB, RB, CB",56,Left,3,2,"",67,55,51,56,52,54
J. Bickerstaff,ST,56,Right,3,3,"",73,54,41,55,18,63
J. Hall,CB,56,Right,2,2,"",51,26,39,40,53,70
Yang Yilin,"LM, RM",56,Right,3,2,"Anticipate, Slide Tackle",58,42,56,57,39,48
S. Malimberni,ST,56,Right,3,2,"",72,56,38,51,17,51
S. Dilli,CM,56,Right,3,2,"",58,40,58,58,57,54
B. Lundt,GK,56,Right,1,1,"",,"",,"",,
T. Ryan,GK,56,Right,2,1,"",,"",,"",,
Ha Seung Un,"LM, RM, CAM",56,Left,3,3,Rapid,72,59,41,61,22,56
L. Haakenson,"CM, RM",56,Right,3,2,"",78,54,55,57,43,55
Cui Qi,"CB, RB, RWB",56,Right,2,2,"",63,26,36,41,59,65
A. Al Dawsari,"LB, LWB",56,Left,3,2,"",69,31,46,51,53,51
M. Al Aqeel,"CM, CDM",56,Right,3,2,"",61,39,56,56,54,55
J. Kügel,ST,56,Right,3,2,"",62,56,40,51,25,57
A. Al Yami,"ST, LM",56,Right,4,3,"",82,54,46,58,20,54
M. Coyle,"CM, CDM",56,Right,4,2,Slide Tackle,60,46,53,58,52,66
J. Kindberg,GK,56,Right,1,1,"",,"",,"",,
Wang Yaopeng,CB,56,Right,2,2,"",63,27,34,49,56,66
T. Adebayo-Rowling,RWB,56,Right,3,2,"",72,33,46,54,51,61
Liu Yue,"RM, LM, CM",56,Right,3,2,"",76,50,50,56,35,44
N. Tamang,"CB, RB",56,Right,2,2,"",68,26,42,45,54,69
F. Choudhary,"LM, RM, ST",56,Right,3,3,"Technical, Acrobatic",76,45,51,56,39,57
R. Brush,GK,56,Right,3,1,"",,"",,"",,
Yang Dong Hyen,ST,56,Right,3,2,Power Header,35,59,51,53,25,53
Liu Zhenli,GK,56,Right,2,1,"",,"",,"",,
Jiang Ning,"CM, CDM",56,Right,3,3,Rapid,63,54,59,59,47,53
Han Feng,GK,56,Right,2,1,"",,"",,"",,
J. Mountney,RB,56,Right,2,2,"",42,56,61,59,53,62
Yang Chaosheng,"RM, RB",56,Right,2,2,"",83,52,42,62,45,52
Liu Jiashen,CB,56,Right,3,2,"",49,24,25,32,59,73
Sun Zheng'ao,CB,56,Right,3,2,"",53,29,41,35,57,59
N. Das,"CB, LB",56,Left,2,2,Long Throw,72,26,42,52,55,68
Xu Yang,"LM, LB, RW",56,Left,3,3,"",62,55,55,57,57,57
F. Al Munaif,"CB, LB",56,Left,3,2,"",62,37,46,44,55,64
Cui Wei,"CDM, CM",56,Right,2,2,"",74,52,56,57,51,63
Zhao Yingjie,"CM, CAM",56,Right,2,2,"",65,55,52,52,53,65
Wang Yang,CB,56,Right,2,2,"",63,33,45,47,56,59
M. Rafique,"RB, RM, CM",56,Right,2,2,"",67,47,52,54,48,58
Wu Guichao,"LW, CM, RW",56,Right,2,3,"",78,43,49,60,42,41
Kim Yeon Soo,CB,56,Right,2,2,Slide Tackle,51,23,29,28,58,61
S. Doungel,RM,56,Right,4,2,Rapid,82,53,48,55,30,67
R. Lallawmawma,LB,56,Left,3,2,"",68,26,40,49,54,64
Piao Taoyu,"CM, RM",56,Right,2,2,Long Ball Pass,71,44,55,59,42,54
G. Martins,"CDM, CM",56,Right,4,2,"",69,48,53,56,50,67
C. Mizell,GK,56,Right,2,1,"",,"",,"",,
A. Al Jowayed,"CDM, CM",56,Right,3,2,"",53,32,52,55,54,58
Shang Yin,"RW, RM",56,Right,3,3,"",72,43,50,62,45,62
A. Sangwan,LB,56,Left,4,2,"",68,36,47,50,52,56
Li Xiangbin,"CDM, CM",56,Right,3,2,"",67,34,51,50,52,53
K. Kolanko,LM,55,Right,3,2,Technical,70,49,47,65,22,34
N. Lowe,ST,55,Right,3,2,"",58,55,41,49,26,65
L. Ross,RW,55,Right,3,2,"",80,52,46,55,24,40
R. Baker-Whiting,"RWB, RB, RM",55,Right,5,3,"",66,48,51,56,51,55
A. Blake,LW,55,Left,4,4,Technical,75,51,45,60,25,40
T. Bramel,GK,55,Right,3,1,"",,"",,"",,
A. Børset,CB,55,Left,3,2,"",64,33,43,49,54,60
R. Kolli,"ST, CAM, RW",55,Right,2,2,"",79,54,53,65,23,44
M. Bjurstrøm,"RWB, RB",55,Right,2,2,"",74,44,51,53,45,45
A. Fesshaie,"ST, RW",55,Left,3,3,"",74,53,46,62,25,44
V. Andersson,LM,55,Right,3,3,Technical,74,45,51,60,23,34
M. Brøndbo,GK,55,Right,2,1,"",,"",,"",,
T. Adeyemo,ST,55,Right,3,2,"",65,55,38,50,20,56
D. Ilunga,CM,55,Right,3,4,Technical,77,39,50,65,48,50
A. Heredia-Randen,CM,55,Right,2,2,"",66,40,53,60,49,48
I. Muric,ST,55,Right,3,2,"",52,54,40,48,25,65
K. Casey,CB,55,Right,2,2,"",56,30,39,41,57,54
L. Sandgrav,CM,55,Right,2,2,"",63,52,53,57,50,50
J. Snopczyński,CAM,55,Right,2,2,"",72,47,50,61,33,43
A. Dithmer,GK,55,Right,2,1,"",,"",,"",,
M. Agnarsson,"LB, LW",55,Left,3,3,Flair,67,42,51,59,47,43
A. Andresen,"LWB, LM",55,Left,3,3,"",67,39,52,61,43,47
J. del Castillo,CM,55,Right,3,2,"",71,44,53,62,41,49
J. Río,GK,55,Left,3,1,"",,"",,"",,
B. Głogowski,GK,55,Right,2,1,"",,"",,"",,
M. Holte,ST,55,Right,2,2,"",61,54,39,49,19,56
F. Lissah,"CB, RB",55,Right,2,2,"",70,37,51,54,54,61
S. Hansen,CB,55,Right,3,2,"",60,24,25,32,55,62
M. Özbaskıcı,CAM,55,Right,3,2,"",64,46,54,57,46,47
J. Lutostański,ST,55,Right,2,2,"",68,57,37,52,18,41
L. Øy,GK,55,Right,2,1,"",,"",,"",,
B. Kvist,"CAM, ST",55,Right,3,3,Flair,69,48,50,60,37,47
F. Kocaba,CDM,55,Right,2,2,"",61,42,48,53,52,66
A. Picornell,GK,55,Left,3,1,"",,"",,"",,
N. Bagnolini,GK,55,Right,1,1,"",,"",,"",,
K. Barslund,"CB, RB",55,Right,3,2,"",70,22,38,44,55,53
S. Ghojaehmet,"LW, LM",55,Right,3,2,"",77,41,45,61,35,49
C. Andersen,"RWB, RB, RM",55,Right,3,2,"",72,42,50,60,44,44
M. Di Pizio,"CAM, LM",55,Left,3,2,"",68,49,53,58,33,51
L. Høgsberg,RB,55,Right,2,2,"",71,25,40,54,47,58
D. Iurasciuc,CB,55,Right,2,2,"",62,28,42,44,56,57
B. Yameogo,CDM,55,Right,3,2,"",58,35,45,51,55,73
K. Vidmar,CB,55,Right,3,2,"",68,36,40,47,54,63
I. Samuels,LB,55,Left,2,2,"",60,27,44,55,52,55
A. Badolato,"CAM, ST",55,Right,3,3,"",69,52,49,59,42,56
N. Verdoni,GK,55,Right,3,1,"",,"",,"",,
L. Jaquez,CB,55,Right,3,2,"",53,26,36,41,54,66
F. Trpcevski,"ST, RW",55,Right,3,2,"",70,54,49,60,26,37
C. Donnell,"CM, CDM",55,Right,3,2,"",63,47,52,56,48,65
H. Melland,CM,55,Right,3,2,"",66,44,53,59,53,51
A. Stan,"ST, LW",55,Right,3,2,"",61,52,45,55,26,61
R. Eguez,ST,55,Right,3,2,"",62,54,44,55,17,47
P. Charles,GK,55,Right,3,1,"",,"",,"",,
J. Hjertø-Dahl,CM,55,Right,2,2,"",52,47,51,53,49,57
B. Benitez,GK,55,Right,1,1,"",,"",,"",,
N. Marec,GK,55,Left,2,1,"",,"",,"",,
E. Uzun,CM,55,Left,3,3,"",62,54,57,62,43,42
R. Bozinovski,"CDM, CM",55,Right,3,2,"",78,43,50,60,49,56
C. Congreve,"CM, RW, LWB",55,Left,3,2,"",64,49,53,65,40,51
B. Zeneli,LW,55,Right,3,3,"",70,52,47,61,22,43
G. Mortensen,LWB,55,Left,3,2,"",69,29,42,55,48,49
I. Cărăușu,"RW, ST",55,Right,3,3,"",71,53,45,57,22,57
M. Rădulescu,RW,55,Right,3,2,"",74,52,48,59,22,46
J. Vester,CM,55,Right,3,2,"",71,40,52,62,51,52
M. Herrmann,CAM,55,Right,3,2,"",68,48,52,60,31,33
C. Baker,"RB, LB",55,Right,3,2,"",59,26,35,52,54,56
R. Călugăr,"LB, RM",55,Right,3,3,"",74,41,47,52,46,54
K. Reitmaier,GK,55,Right,2,1,"",,"",,"",,
J. Mendy,CB,55,Right,2,2,"",69,26,33,37,54,63
R. Pedder,"CM, CAM",55,Right,3,2,"",63,38,58,58,43,40
D. Nigg,"LW, LM",55,Right,3,3,"",72,54,47,58,25,47
I. Olola,ST,55,Right,2,2,"",63,54,38,57,22,63
N. De Queiroz,CB,55,Right,3,2,"",66,24,32,41,54,64
J. Leake,"LB, LWB, CB",55,Left,2,2,"",69,30,43,54,50,56
C. Gammelgaard,"RM, ST",55,Left,3,2,"",74,51,50,57,36,50
O. Tipton,"CB, CDM",55,Right,3,2,"",53,43,44,38,54,61
Cho Jae Hun,"LM, LW",55,Right,3,3,Technical,66,46,48,60,23,37
J. Skau,CM,55,Right,3,2,"",61,40,52,56,52,50
B. Khela,"CAM, CM",55,Right,2,2,"",64,44,52,54,43,56
J. Warshawsky,GK,55,Right,2,1,"",,"",,"",,
E. Viegbe,CDM,55,Right,3,2,"",58,33,48,53,54,50
P. Klausen,GK,55,Right,3,1,"",,"",,"",,
S. Mucha,"ST, RM",55,Right,3,2,"",79,53,44,62,19,42
A. Karlin,CDM,55,Right,3,2,"",59,40,50,62,48,54
K. Kamara,CM,55,Left,3,2,"",62,44,55,56,54,48
Kwak Seung Min,ST,55,Right,3,2,"",57,52,36,50,43,65
J. Rasen,"RW, LW",55,Right,2,3,"",74,49,49,58,30,49
G. Guzmán,CB,55,Right,2,2,"",59,22,32,36,56,66
A. Ødegård,CM,55,Right,3,2,"",66,44,52,58,44,62
D. Verduin,GK,55,Right,3,1,"",,"",,"",,
T. Zesiger,GK,55,Right,2,1,"",,"",,"",,
M. Arrasco,CM,55,Right,3,2,"",67,42,58,57,43,52
M. Farji,LW,55,Right,3,2,"",69,51,52,56,32,58
D. van Oorschot,"ST, RW, LW",55,Right,3,3,"",75,58,48,58,28,40
H. Mohammed,"RM, CAM",55,Left,2,3,"",68,43,50,60,34,62
T. Aydın,CB,55,Right,3,2,"",56,32,31,36,57,58
Ibon Ispizua,GK,55,Right,3,1,"",,"",,"",,
D. Pérez,RM,55,Right,3,2,"",63,47,52,55,31,51
C. Bos,RB,55,Right,3,2,"",67,34,40,49,53,47
D. Grosu,"RB, CM",55,Right,2,2,"",78,32,48,53,48,49
F. Ilie,ST,55,Right,2,2,"",71,55,40,58,19,51
K. Toporkiewicz,ST,55,Right,2,2,"",72,54,43,56,18,47
A. Santander,GK,55,Right,3,1,"",,"",,"",,
H. Neville,RB,55,Right,2,2,"",70,35,44,52,51,53
A. Gülstorff,GK,55,Right,3,1,"",,"",,"",,
B. Craig,"CB, CDM",55,Right,3,2,"",65,38,49,55,54,61
J. Makama,ST,55,Right,3,2,"",66,55,38,52,26,67
N. Kukanda,LB,55,Left,2,2,"",78,48,54,59,46,52
D. Angleberger,"CM, CDM",55,Right,3,2,"",62,41,55,56,57,48
G. Tetteh,"RW, LW",55,Right,3,2,"",67,51,48,56,35,42
F. Hellichius,CM,55,Left,2,3,"",64,38,55,58,45,57
N. Norris,"CM, CDM",55,Left,3,2,Slide Tackle,64,56,50,59,51,50
S. McMullan,GK,55,Right,2,1,"",,"",,"",,
A. Wogan,GK,55,Right,2,1,"",,"",,"",,
A. Rodríguez,"CM, CF",55,Right,3,3,Technical,67,47,49,67,38,51
D. Candelo,CB,55,Right,2,2,"",59,24,33,36,56,62
M. Ouédraogo,LWB,55,Left,2,2,"",66,34,47,59,49,60
R. Zouaoui,"CAM, CM",55,Right,3,2,"",69,47,52,61,32,52
J. Amadi,"RWB, CB",55,Right,3,2,"",67,33,43,50,52,61
S. Kubovic,LW,55,Right,3,2,"",67,47,48,59,28,51
L. Shipley,"CB, LB",55,Left,3,2,"",61,27,36,41,55,62
K. Cissé,CM,55,Right,2,2,"",62,54,56,56,54,56
H. Douglas,"CB, CDM",55,Right,3,2,"",65,25,44,48,53,63
H. Jaganjac,ST,55,Right,3,2,"",58,55,38,52,30,63
R. Kohon,"CB, RB",55,Right,3,2,"",57,30,41,40,57,55
R. Wikström,CB,55,Right,3,2,"",65,29,42,46,56,58
A. Pavlesic,GK,55,Right,2,1,"",,"",,"",,
K. Ødven,CM,55,Right,2,2,"",65,48,53,62,46,45
R. Hamed,"CB, RB",55,Right,3,2,"",62,27,45,49,54,63
C. Slicker,GK,55,Right,2,1,"",,"",,"",,
N. Benalcazar,"CB, RB",55,Right,2,2,"",56,31,36,38,55,61
C. Johnson,CM,55,Right,3,2,"",68,47,54,58,48,51
M. Thompson,GK,55,Right,3,1,"",,"",,"",,
V. Widell,RB,55,Right,3,2,"",67,37,46,52,50,57
C. Bucuroiu,"RW, LW, CAM",55,Right,2,2,"",73,51,47,59,25,42
S. Hodza,"RWB, RM",55,Right,2,2,"",64,46,54,53,50,48
J. Åhstedt,"LWB, CB",55,Left,3,2,"",65,33,45,57,48,54
M. Roberts,GK,55,Right,3,1,"",,"",,"",,
M. Trengereid,"LB, CDM",55,Right,3,2,"",63,34,48,53,50,51
D. Doudaev,CB,55,Right,3,2,"",65,22,41,43,53,60
S. Gałązka,CAM,55,Right,3,2,"",61,41,58,57,38,43
A. Pantazopoulos,"CB, LB",55,Right,5,2,"",66,34,45,47,53,65
T. Chapman,CAM,55,Right,3,3,"",75,47,52,59,33,48
A. N'Doye,"LB, LWB",55,Left,3,2,"",70,38,49,54,50,55
E. Tepecik,CAM,55,Left,3,2,"",62,44,58,58,43,40
R. Warland,"CB, LWB",55,Right,4,2,Slide Tackle,67,21,36,40,56,64
A. Henry,CM,55,Right,3,2,"",65,47,53,55,47,48
R. Cronvall,ST,55,Right,3,2,"",72,56,41,53,20,45
F. Brancolini,GK,55,Right,1,1,"",,"",,"",,
K. Ngwenya,"LWB, LB",55,Left,3,2,"",70,34,43,52,53,58
J. Wills,GK,55,Right,1,1,"",,"",,"",,
C. Smith,"RB, RM",55,Right,2,2,"",71,37,45,50,51,55
Park Chang Woo,RB,55,Right,3,2,"",59,37,45,54,50,52
L. Holzman,CB,55,Right,2,2,"",59,25,31,38,56,59
B. Ihionvien,ST,55,Left,2,2,"",78,53,40,52,24,62
B. Radcliffe,"CM, CB",55,Right,3,2,"",66,45,51,54,55,65
S. Al Najdi,LB,55,Left,3,2,"",65,25,39,49,53,59
F. Talley,GK,55,Right,2,1,"",,"",,"",,
F. Quaglio,"LM, LW, ST",55,Left,2,2,"",75,50,43,54,30,52
A. Bonetig,"CB, CDM",55,Left,3,2,"",62,29,43,48,52,67
J. Sticker,"RWB, RB",55,Right,2,2,"",63,28,48,46,51,54
S. Ube,GK,55,Right,2,1,"",,"",,"",,
J. Thomas,ST,55,Right,3,2,"",80,54,41,55,26,52
E. Bilsel,"LM, ST",55,Right,3,2,"",66,47,50,60,29,38
A. Malatyalı,RB,55,Right,3,2,"",70,33,38,58,53,54
Alex Ruiz,GK,55,Right,3,1,"",,"",,"",,
L. Grob,"CDM, CM",55,Right,3,2,"",71,51,49,58,51,57
L. Webb,GK,55,Right,2,1,"",,"",,"",,
A. Majok,ST,55,Right,2,3,Rapid,79,52,43,56,29,58
L. Bolay,"LB, LM",55,Left,3,2,"",68,38,48,54,49,43
A. Al Sanbi,GK,55,Right,3,1,"",,"",,"",,
J. Sraha,CB,55,Left,2,2,"",65,25,35,38,55,67
K. Al Absi,"LM, LW, RM",55,Right,3,2,"",75,46,48,56,29,47
J. Amissah,GK,55,Right,2,1,"",,"",,"",,
C. Ward,"CAM, CDM, CB",55,Right,3,2,"",70,53,54,56,52,54
M. Al Yami,"CDM, CB",55,Right,3,2,"",70,33,45,50,53,68
H. Idasiak,GK,55,Right,3,1,"",,"",,"",,
F. Azzkoul,GK,55,Right,2,1,"",,"",,"",,
A. Rodriguez,CM,55,Right,3,2,"",59,46,54,59,53,48
J. Gottmeier,LM,55,Right,3,2,"",66,42,52,59,29,49
L. Shala,GK,55,Left,2,1,"",,"",,"",,
N. Van Attenhoven,GK,55,Left,2,1,"",,"",,"",,
Wang Xianjun,CB,55,Right,2,2,"",67,37,48,50,52,59
O. van Hattum,"ST, RW, RB",55,Right,2,2,"",83,53,43,57,39,65
H. Sulte,GK,55,Right,2,1,"",,"",,"",,
S. Taylor,ST,55,Right,3,2,"",69,56,35,54,17,48
D. Kaya,GK,55,Right,2,1,"",,"",,"",,
Lalchungnunga,"CB, RB, LB",55,Right,4,2,"",71,28,40,44,54,67
J. Castro,GK,55,Right,2,1,"",,"",,"",,
K. Balmer,CB,55,Right,3,2,"",64,31,41,46,54,61
A. Auglah,"RM, LM, ST",55,Left,3,3,Technical,73,49,48,58,31,53
A. Wells,"CB, CDM, LB",55,Left,3,2,"",54,28,44,46,54,64
M. Arfsten,"RM, LM",55,Left,3,2,"",65,54,44,56,34,58
J. Romero,ST,55,Right,3,2,"",61,56,40,53,20,50
M. Schneider,"CDM, CM",55,Right,3,2,"",63,44,49,54,51,67
L. Lüthi,CB,55,Right,2,2,"",53,30,37,42,54,64
D. Winkler,CB,55,Left,3,2,"",65,24,41,38,55,59
R. Sithole,"ST, RW, LW",55,Right,2,2,"",86,53,46,52,31,60
C. Pegrum,RM,55,Right,3,2,"",70,43,49,57,36,40
E. Frøysa,"CB, RB, CDM",55,Right,3,2,"",64,28,34,35,56,63
M. Ilie,CB,55,Left,2,2,"",64,29,34,43,57,58
N. Blasucci,ST,55,Right,2,2,"",58,54,42,60,23,35
L. Duzel,"CM, ST",55,Right,3,2,"",68,40,52,58,43,48
Min Dong Hwan,GK,55,Left,3,1,"",,"",,"",,
D. Norris,"LM, LB",55,Left,4,3,Technical,64,50,49,58,42,50
R. Byrne,GK,55,Right,3,1,"",,"",,"",,
K. Nassiri,ST,55,Right,3,2,"",68,56,46,59,21,50
B. Bilongo,LB,55,Left,3,2,"",64,29,33,49,54,48
E. Iwe,LM,55,Left,2,2,"",69,52,49,54,26,52
L. Thomas,GK,55,Right,2,1,"",,"",,"",,
I. Gavilán,"LM, RM",55,Left,3,3,"",64,54,50,57,26,41
J. Krzywański,GK,55,Right,2,1,"",,"",,"",,
R. Tănasă,LW,55,Right,2,3,"",74,44,54,56,43,50
S. Al Saleem,"CDM, LB",55,Left,3,2,"",64,31,51,55,53,54
J. Otero,GK,55,Right,2,1,"",,"",,"",,
J. Shepherd,CB,55,Left,3,2,"",61,25,37,37,55,64
A. Friday,"RW, CAM",55,Right,4,3,"",82,53,42,59,25,49
Rubén de Gea,GK,55,Right,3,1,"",,"",,"",,
Diego Campo,"CAM, LM, CM",55,Left,5,3,"",65,46,57,54,46,54
Zhao Jianfei,"CB, RB, CDM",55,Right,3,2,"",69,25,33,45,54,63
He Zhenyu,"RW, ST",55,Right,2,3,"",78,54,47,57,22,49
K. Ledwidge,"CB, LWB",55,Left,2,2,"",69,31,45,54,54,57
J. Singh,"CDM, CM, CB",55,Right,3,2,"",77,42,50,55,53,64
Valpuia,CB,55,Right,2,2,"",60,27,36,36,53,70
J. Corcoran,GK,55,Right,3,1,"",,"",,"",,
I. Parente,CAM,55,Right,3,2,"",56,43,57,61,45,43
S. Stalin,"LB, RB",55,Left,3,2,"",66,26,45,51,51,57
M. Al Aqel,"RM, LM, ST",55,Right,3,2,"",71,52,46,57,24,54
J. Gale,ST,55,Right,3,3,Technical,67,52,47,54,36,69
D. Teves,RM,55,Right,3,2,"",66,51,50,56,44,46
M. Tollefsen,GK,55,Right,2,1,"",,"",,"",,
T. Chatelain,GK,55,Right,2,1,"",,"",,"",,
J. Egan,CB,55,Right,3,2,"",52,27,40,41,54,67
J. Hofmann,RB,55,Right,3,2,"",67,33,42,52,50,56
O. Jabang,"CB, CDM",55,Right,2,2,"",63,28,41,49,54,64
G. Vivi,CAM,55,Right,4,3,"",67,52,52,59,29,43
J. ter Horst,CB,55,Right,3,2,"",63,21,35,34,56,61
E. Rastoder,ST,55,Right,3,2,"",58,57,39,51,20,55
A. Horaisi,"LW, RW",55,Left,4,2,"",72,46,48,62,36,54
P. Jouan,CM,55,Right,3,2,"",63,40,56,57,55,50
Wang Jiahao,RW,55,Right,3,3,"",69,51,50,59,29,40
F. Al Ghamdi,"RM, CAM",55,Right,3,2,"",73,48,50,54,48,53
M. Harris,GK,55,Right,3,1,"",,"",,"",,
Kim Ji Hoon,"RWB, RB",55,Right,3,2,"",61,28,39,50,55,50
P. Rebello,"CDM, CM",55,Right,3,2,Long Ball Pass,62,43,49,60,50,58
L. Simper,"CDM, CM",55,Left,3,2,Long Throw,66,47,53,57,49,54
C. Harris,LM,55,Right,2,2,"",67,52,45,59,33,56
Niu Ziyi,"LB, CB",55,Right,3,2,"",62,28,39,50,53,67
G. Cooper,CB,55,Right,2,2,"",63,37,44,48,54,60
V. Barretto,"RM, LM",55,Right,3,2,Quick Step,88,46,48,57,24,47
H. Al Mohammed,"CDM, CM",55,Right,3,3,"",63,41,47,53,50,70
W. Richmond,LM,55,Right,4,2,"",70,42,48,60,24,52
E. Pye,CB,55,Left,3,2,"",66,24,35,42,55,64
B. Miranda,LM,55,Left,4,2,Rapid,80,48,47,56,36,59
T. Oluwaseyi,"ST, RW",55,Right,4,3,"",76,56,40,52,29,53
E. Corvi,GK,55,Left,1,1,"",,"",,"",,
C. Asensio,"LB, LM",55,Left,2,2,"",62,33,56,53,47,51
M. Seybold,GK,55,Right,2,1,"",,"",,"",,
C. Mandas,GK,55,Right,3,1,"",,"",,"",,
O. Byrne,GK,55,Left,3,1,"",,"",,"",,
M. Al Baqawi,GK,55,Left,2,1,"",,"",,"",,
C. Kavanagh,ST,55,Right,3,2,"",63,51,50,53,25,64
F. Bekleviç,GK,55,Right,2,1,"",,"",,"",,
Y. Boyar,GK,55,Right,3,1,"",,"",,"",,
